sentence,sense_labels,dim1,dim2
"After the tragedy, Mr Choo makes a false confession before dying, taking all the blame.
",1,-1.8537091,2.651689
"The free-will theodicy, first developed by Augustine, defends God by placing all the blame for evil on ""the misuse of free will by human beings.""
",1,-1.751043,1.6231931
"However, Thayer said nothing about such a move during the hearing on the gun barrel switch and refused to blame either side.
",2,-0.36137727,-1.2630497
"Older women of the lower classes were the easiest to blame, with little societal standing to defend themselves, and so often fell victim to witch related accusations.
",2,-0.6301408,-1.3162694
"Lord Mersey found that Turner ""exercised his judgment for the best"" and that the blame for the disaster ""must rest solely with those who plotted and with those who committed the crime"".
",1,-1.9435319,1.2125788
"Several days later, Reese leaves a faculty meeting as a result of the rest of the faculty's attempts to put all the blame on Malley for the violence and unrest of the past several weeks.
",1,-2.2533731,2.1555111
"Their report to the Byzantine emperor placed the blame for the uprising on the unpopular financial ministers John the Cappadocian, Tribonian, and Eudaemon, leading to their dismissal from office.
",1,-2.470075,1.4402428
"Instead they claimed Zeidan was attempting to blame them in order to distract from his own failures, and claimed Zeidan was trying to emerge from the incident as a hero.
",2,0.24491507,-0.8101178
"Although Mr. Volnik also suspects the children are to blame for most of the pranks, he is very sympathetic when the boggart's experiment with traffic lights lands Emily in the hospital.
",2,-0.9512583,-2.3087814
"Chinese officials would later unfairly blame the French, in particular Prosper Giquel, for purposely providing them with out-of-date equipment and designs.
",2,0.04025309,-3.57474
"During the January 2018 shutdown, Democratic and Republican officials offered up competing narratives over where to lay blame for the Senate's inability to strike an agreement on government funding, creating the competing #TrumpShutdown and #SchumerShutdown hashtags.
",1,-1.8040429,0.6009627
"Yet to his relative inexperience we may also lay the blame for certain inconsistencies and failures to reckon with the implications of what he has written.""
",1,-2.217441,1.086587
"He built on Qutb's idea that modern Islamic societies represented jahiliyyah (the state of ignorance that pervaded in the pre-Islamic Arab world) and used the ideas of ibn Taymiyyah to blame this on modern ""apostate"" Islamic rulers.
",2,0.26000506,-3.1248844
"He found that ""the disc is not the most distinctive set of the former Immature member's career, highlighted by the breezy ""Express Lane"" (which could have only been written in the wake of Jamie Foxx's ""Blame It"") and ""Stranger,"" where Houston is at his unassuming best.""
",0,11.182595,1.5227284
"He also said part of the blame is to be placed on an offensive line that lost several starters and has not been able to consistently protect McCoy.
",1,-1.9051566,1.5367247
"The Sun released their first full-length album ""Blame It on the Youth"" June 7, 2005 on DVD.
",0,8.95542,1.3362998
"On their arrival at the rock, a court-martial was assembled to investigate the circumstances attending their capture by the Spanish squadron; and as no blame could be attached to any individual, the whole of them were sent back to the ""Peterel"" immediately after their acquittal.
",1,-1.606462,0.9093606
"Critics of gangsta rap hold that it glorifies and encourages criminal behavior, and may be at least partially to blame for the problem of street gangs.
",2,-0.5632432,-2.8567977
"The ensuing range war would benefit the pair with their buying the farmer's land when they are driven off and taking the proceeds of rustled cattle that the pair blame on the farmers.
",2,-0.9169318,-2.2729123
"He placed blame for the failure of the talks on the Walloon parties, saying ""We received no answers to the vital questions being asked by Flemings"".
",1,-1.2701787,1.1931804
"They say the ghost of a lock-keeper, who drowned himself after being sacked for drunkenness, was to blame for the tragedy.
",2,-0.46672168,-2.8623118
"In 2012 Berry-Hart was commissioned to create a verbatim theatre piece, ""Someone To Blame"" based on the real-life case of Sam Hallam, a teenager wrongfully convicted of murder and imprisoned for 7 years.
",0,9.375253,1.4442989
"Although Hockey's office had sought written assurances from HIH that everything was fine, the public felt that Hockey was to blame.
",2,-0.9789473,-1.449796
"General Thomas Blamey and other Australian officers attempted to shift blame onto General Douglas Macarthur on the grounds that he did not provide adequate air support.
",1,-0.77035177,1.8705275
"The album had four hit singles: the title track, and the group's three #1 hits, ""Girl I'm Gonna Miss You"", ""Baby Don't Forget My Number"", and ""Blame It on the Rain"".
",0,10.217948,1.3463198
"For winning the upcoming elections and for avenging Faiq for his refusal, Malik Shahbaz decides to get Faiq killed for putting the blame on his rival parties for gaining sympathy votes, as the entire village knows that Faiq is his future son-in-law.
",1,-2.9359698,2.3034098
"Economic historians blame the relentless soaring of retail prices on the government's printing of more and more paper money—some $2.25 billion in all.
",2,0.96195143,-3.3305254
"Strange Culture again was about misidentity, where the media created a fictional character that they blame this crime on, rather than the actual person.
",2,-0.13409327,-2.5158556
"Todd then comes up with a plan to blame Callum's murder on Jason's deceased father Tony Stewart (Terrance Maynard).
",2,0.16807623,-2.2212255
"Observers blame poor planning and a lack of money for distribution.
",2,1.5408206,-2.3264432
"McMahon was attempting to put the blame on Heyman for the poorly received pay-per-view, and after a meeting with Vince and Stephanie McMahon, Heyman legitimately left World Wrestling Entertainment but remained under contract.
",1,-2.3462584,2.2328594
"Kavitha is ready to take the blame on her to protect her son.
",1,-2.154601,2.7020857
"The farther away the reports were produced and the later, the more virulent the blaming of Jews became; a 15 October report by the police commissioner in Bratislava claimed that ""the main blame for the demonstrations rests on the provocative behavior of citizens of the Israelite religion against Christian citizens"".
",1,-2.0482016,0.4693643
"Warner denied that he knew about Thorpe playing baseball professionally, and he and Moses Friedman, the Carlisle superintendent, drafted a statement for Thorpe to sign in which Thorpe took all the blame onto himself.
",1,-1.5489866,2.6345575
"The next day he came out again blaming illegal infiltration from Bangladesh as the main reason for the breeding of terrorism in Assam saying ""I blame the state and the central government for the blasts in Assam.""
",2,0.7908244,-3.67566
"Wilson's aide Colonel House reassured Jagow that US policy in 1916 was not designed to blame the civilian politicians but only the military: according to Friedrich Katz, Jagow was the principal supporter of a failed plan designed to involve the United States and Mexico in a war.
",2,-0.247969,-1.5751014
"The official enquiry found that the collision was an accident, and cleared English of any blame; a view which was fully supported by Thomson's family and all players from both teams who were on the field at the time.
",1,-1.6025152,1.2411147
"Montgomery attached no blame to Browning or any of his subordinates, or indeed acknowledged failure at all.
",1,-0.8586969,1.6395787
"Seely accepted the blame in the House of Commons on 25 March and offered to resign to protect French and Ewart; Asquith initially refused to accept his resignation, despite writing to Venetia Stanley that he blamed the crisis on ""Paget's tactless blundering"" and ""Seely’s clumsy phrases"".
",1,-1.4899037,2.920229
"Generally, Duke Frederick's influence was the blame for the King's ""reckless"" lifestyle.
",1,-1.8084601,0.86876214
"To his surprise, she does not blame him in her suicide note.
",2,-0.10137439,-2.2895486
"After having a fight with him in soccer, and Vincent punched the umpire, MK Sun took the blame.
",1,-1.6542861,2.0176282
"Sonam tries to explain why she wasn't at the wedding, but Milky and Nutan place all the blame on Sonam.
",1,-2.0723152,2.2103114
"If all Indians really were so relentlessly cruel as the characters in Rao’s novel, you couldn’t blame someone for not wanting them living next door"".
",2,1.1350029,-4.7570686
"The court held that both drivers had been negligent, and that the negligence of each was equally to blame.
",2,-0.9412895,-1.5400897
"In August 2015, the Inspector General of the U.S. Energy Department put most of the blame for the incident on Solyndra.
",1,-2.6747975,1.9388605
"Commanding the 12th Sudanese Battalion revealed the paradoxical attitudes held by him to non-white peoples, contrasting his care for his men and great pride in their achievements yet assuming the automatic superiority of the British over anyone not white, and he did not hesitate to blame failures of his men on their skin color.
",2,0.16658773,-2.7518892
"Some cultural feminists desired the separation of women-only, women-run centers and spaces to “challenge negative gendered constructions.” This form of separatism within cultural feminism was criticized for ignoring structural patriarchy to instead blame men as individuals for women’s oppression.
",2,0.74727243,-3.0702007
"The composer decided to take the blame on himself to save the woman.
",1,-2.2267635,2.7043505
"She told two friends as well as her manager, who said she'd already heard rumors about Hoffman and told Riss Gatsiounis not to blame herself.
",2,-0.25168976,-2.4654303
"Blame Sunderland!""
",0,6.3370695,3.9973166
"The Silver Star citation cited his ""cool self-assurance and heroic delibration"" in leading his forces to establish a secure foothold across the Rhine"" For their part, Millikin and his staff could blame misunderstandings with the First Army headquarters, inadequate communications with the eastern bank of the Rhine, and a lack of roads, bridges, and service troops to accommodate the flood of units into a bridgehead that higher headquarters had never intended to be a gateway across the Rhine.
",2,-0.23603296,-2.7672782
"Theresa, convinced that it was only a momentary setback, stood by Ethan after he was stripped of all Crane rights and privileges, as he struggled to learn who had outed him to the tabloids, but she never revealed that she had known before the newspaper had created the scandal, nor did she suspect Gwen and Rebecca were to blame until much later.
",2,-1.2557948,-1.8587642
"The claims and counterclaims between the two sides reached such an extreme that an 1826 letter in the ""New Court Argus"" suggested that New Court supporters had instigated Sharp's murder in order to blame Old Court partisans and affix a stigma to them.
",2,0.22521082,-2.3281217
"""Blame"" is a song by the American post-grunge band Collective Soul.
",0,8.636543,2.1861374
"Unfortunately on the night before the occasion, Sheung Shai Jo, the only son of Hang, stole his grandfather's present for his greed and as a result causes his grandfather to agitate and pass away, while his mother pushed the blame to Hang, Wan and Sau-Hang, and as a result, all the evil deeds and secrets of the family were revealed one by one as the dark age of the family approaches...
",1,-1.5436369,3.1885805
"They both provide contradicting stories of what happened in the basement, saying there was the corpse of a girl in there who was killed in the same manner as the serial killings, as Alex and Unni blame the murders on each other.
",2,0.9022043,-3.342404
"As the eldest child, he is often put in charge of his younger siblings, but they usually disobey him and he usually has to take the blame for them.
",1,-2.0176644,2.1905916
"On 1 March, the newly elected assembly officially declared the removal of the emperor from power and placed all the blame for the French defeat squarely on him.
",1,-1.868699,1.5330602
"Sneha takes the blame and is jailed for ten years.
",1,-1.8419201,2.7440987
"Common feelings following a tragedy include sadness, depression, crying, blame, and guilt.
",1,-0.35111234,2.05975
"Julian Delasantellis of ""Asia Times Online"" wrote in a review of the book that ""Bitner is admirable in that he is willing to take a measure of blame onto himself, when so many others are flailing about furiously trying to do the opposite, but I still think he judges himself somewhat harshly.""
",1,-1.2790742,2.0444272
"It was thought that unruly Cossack troops were partly to blame for the uncontrolled destruction in the city.
",2,-0.4130465,-2.7491405
"U.S. National Security Advisor Bill Sokal pressures the military to court-martial Childers, hoping to salvage American relations in the Middle East by placing all blame for the incident on the colonel.
",1,-2.021144,1.7530391
"The chorus features both singers pleading with the other to ""call me"" and explaining that ""If I'm to blame at all, I'll say I'm sorry"", implying that this ambiguity was brought about by a misunderstanding.
",2,-0.91560495,-0.3898837
"With regard to certain specific cases, we can only blame the individuals involved (nowhere is completely without such behaviour).""
",2,-0.54637116,-1.801304
"Roxie convinces her husband Amos that the victim was a burglar, and Amos agrees to take the blame.
",1,-2.2117155,2.4363198
"On the ground, Ramu has decided after some pondering that he should not be angry about his life or blame God because he still has a few things to be grateful for, such as retaining his sight at such an old age.
",2,-0.30960074,-2.168832
"It is revealed that God created the deities so humanity can blame them for his mistakes and that they also can make great stories.
",2,0.67730445,-2.224179
"The Congressional Black Caucus decried what it saw as Trump's false equivalency and dog-whistle politics, saying ""White supremacy is to blame.""
",2,-0.5146973,-1.5694851
"The functionalists thereby cast blame for the Holocaust across a wider circle.
",1,-1.6343603,0.7441961
"She often behaves in a selfish manner (as seen during her affair) but unless her self-involvement is pointed out by friends, she is apt to blame this on her tendency to get 'Carried Away', a phrase coined by Mr. Big in Season 2.
",2,0.8434692,-3.4871936
"Wrongfully convicted Bill Kiowa spends his sentence planning revenge against the gang of Comancheros who murdered his wife and arranged for his blame.
",1,-1.1238303,2.726296
"Attempts were made to blame suffragettes, but research indicates faulty electrical wiring was a more likely cause.
",2,0.41349316,-1.9422182
"If they don't deliver [a finished product, blame them.""
",2,-1.0044208,-1.2368461
"According to ""In a Different Key"", he began to blame cold mothering.
",2,0.665516,-0.79445505
"During the trial, both defendants attempted to put the majority of the blame on the other, with Bruce's attorneys stating that his lack of computer skills and physical ailments would have prevented him from carrying out a role in the plot, while Joshua testified that he didn't know why his father had taken him for a drive that day and didn't know what happened until his father told him that ""no one was supposed to get hurt.""
",1,-2.3444853,2.2202687
"""Rarely will you hear an artist go from tender apology (as in ""A Dream About You,"" in which Noble takes the blame for fumbling a relationship) to no-nonsense anger (as in ""I Won't,"" which, she said, some people have called her ""Alanis Morissette song"").
",1,-2.8498678,2.2901938
"Michaela is still convinced that Whitney is to blame for Leo's death and wants her to confess.
",2,-0.16114666,-2.2551234
"The Bulgarian occupation of eastern Macedonia, accompanied by reports of atrocities, and the surrender of IV Corps, enraged Greek public opinion, but only served to deepen its division; the pro-Venizelos faction regarded this as one more incentive for entering the war on the Allied side, while the pro-neutral side put the blame on the Allies' presence in Macedonia.
",1,-2.346631,2.2234414
"Henry III's (r. 1216–1272) court purchased and abused Jewish loans to acquire land from less well off Barons and Knights, causing many to blame Jews for their insecurity.
",2,1.4455608,-3.3281178
"""Blame It on the Sun""
",0,9.133764,1.8763552
"After watching the film several times, they felt the Max Steiner score was to blame, and the composer wrote a new one that included a motif for each of the principal characters.
",2,-0.6974458,-0.8049815
"Crick explained ""After being in the dark about her mum's death all her life, you can't blame Tash for lashing out, especially when she assumed that her dad was keeping things secret to protect her...when in actual fact he was just protecting his own sordid secret!""
",2,0.76776683,-3.533643
"Conspiracy theories may be emotionally satisfying, by assigning blame to a group to which the theorist does not belong and so absolving the theorist of moral or political responsibility in society.
",1,-1.2189262,1.6756766
"Still others have suggested that Sibley was trying to shift the blame for the carnage to Brown's lack of experience as a military commander, rather than taking responsibility himself.
",1,-1.9537681,1.2498302
"In 2015, Tom Jones recorded the song on his ""Praise and Blame"" album.
",0,8.414461,2.139839
"In December 2019, the Israeli investigation admitted a mistake had been made from an error in its data base, that had failed to note that it was a civilian area with, in the IDF's view, had some military use', for which Palestinian factions were to blame.
",-1,-1.5558836,-3.4971583
"Aaron breaks down and warns Robert if the case falls apart, he will blame it on him.
",2,0.40141276,-2.034353
"This led to the Bay View Tragedy, in which a number of workers were killed; Governor Rusk took most of the blame.
",1,-1.7738973,1.5565176
"He was clear that he didn't blame Clark and thought party processes and policies were responsible for his dissatisfaction.
",2,-0.2520645,-2.807726
"Conversely, people who generally tend to blame outside forces for negative events, believe that such events will end soon, and do not let such events affect too many aspects of their lives display what is called an ""optimistic explanatory style"".
",2,0.5085872,-3.1052687
"Reportedly, he also ordered the unwilling to take part in the killings, especially men of mixed race, so that blame would not rest solely on the black population.
",1,-1.3963419,1.3320761
"Thompson was skeptical that humanity is to blame for global warming.
",2,-0.60076016,-2.7252703
"Through Coolidge's marriage to Kris Kristofferson, Creason played on Kristofferson's ""Who's to Bless and Who's to Blame"", ""Spooky Lady's Sideshow"", ""Live at the Philharmonic"", ""To the Bone"", ""Shake Hands with the Devil"", ""Easter Island"", and ""Surreal Thing"", and the soundtrack album to ""A Star Is Born"".
",0,9.3053875,1.9952509
"Johnny initially takes the blame but Jenny tells Liz as she cannot bare the thought of Johnny going to prison.
",1,-1.4215553,2.4308925
"Tom feels everything is his fault, but Des is at peace and absolves his brother of any and all blame.
",1,-1.2722291,1.2345595
"From 1992 to 1993, there was a cholera epidemic in the Orinoco Delta and Venezuela's political leaders were accused of racial profiling of their own indigenous people to deflect blame from the country's institutions, thereby aggravating the epidemic.
",1,-0.7484623,1.4728218
"Rather than addressing the problems of the environment and seeing this as a global failure to Haitians, the lawsuit is just playing a form of the “blame game”.
",1,-0.35826337,1.577805
"The website speculated head writer at the time Robert Guza, Jr. was to blame, as they stated as No.
",2,-0.4753841,-1.2413173
"Blame!
",-1,2.2641878,7.0016985
"Gatsby reveals to Nick that Daisy was driving the car, but that he intends to take the blame for the accident to protect her.
",1,-2.4374466,2.5000858
"Marcus points the blame towards Max's daughter Abi Branning (Lorna Fitzgerald), who is furious with her father for allowing this.
",1,-1.7099171,2.9675596
"On the dismissal, Councillor Dangar laid the blame for the dysfunction at the feet of the acting shire president, Jack Roberts: ""As soon as Councillor Barrett shire president became ill, you made no effort to work with Mr Howes and you had him sacked within two weeks.""
",1,-2.5222807,1.370023
"Six years ago, Jack took the blame when his younger brother Richard cheated at cards.
",1,-2.7253401,2.6666245
"General Nie was blamed for attacking the Boxers, as Ronglu let Nie take all the blame.
",1,-1.9412276,1.9653053
"While she symbolizes the gathering of maize and agricultural prosperity, she also is thought to be harmful to the Aztecs, as she was thought to be of blame during years of poor harvest.
",1,-0.72545874,1.262374
"The tagline for this season is ""You only have yourself to blame.""
",2,-0.725051,-0.65239596
"Houstoun lays some blame for perpetuating these societal expectations with women themselves.
",1,-1.2158247,0.78321576
"The director of Israel's Elite Sport Department, Gilad Lustig, had no regrets of the OCI's decision, and put the blame in part on the ITA.
",1,-2.671239,1.8913459
"In football you win as a group, you lose as a group, you divide the credit and the blame.
",1,-2.004085,2.3082237
"Brigadier General Ferdinand L. Claiborne, commander of the Mississippi militia, was not to blame for the massacre, but Major Daniel Beasley was guilty of gross negligence.
",2,-1.2815185,-3.0135782
"""Don't...blame me for being cruel.
",2,1.2320554,-4.1915092
"Three of the songs on the album - ""I Wonder If Louise Is Home"", ""Don't Blame It on Your Wife"", and ""Barefoot Boy"" - were released before by Ricky Nelson on his 1967 album ""Another Side of Rick"", in which both the Boylan brothers were involved.
",0,11.137147,1.2534975
"The March 2011 issue of ""Vanity Fair"" described Lenihan as ""tricky,"" for allegedly manipulating his meetings with the members of the Dáil so that when they emerge, they are the ones who must announce the bad news about the latest budget cuts and tax hikes to the media (and thus bear the brunt of the anger and blame for the austerity measures).
",1,-2.1525898,0.8924395
"Clark told Bundy that, if either of them were apprehended, he would take the blame in the hope that she would be allowed to go free.
",1,-1.8628484,2.8450675
"The blame is put on Krishna Babu and he is sent to 14 years of imprisonment.
",1,-1.6703836,2.6478288
"In the immediate aftermath of the disaster all sides were more concerned with assigning blame.
",1,-1.0816293,1.6564647
"Credo Mutwa puts all the blame for the murder of Retief and his men on the shoulders of the youthful Thomas Halstead, who accompanied the Voortrekkers as interpreter.
",1,-2.6602826,1.0339954
"Kiriya thinks that his parents blame him for his brother's death.
",2,0.42854092,-2.7574646
"Drozdov has repeatedly stated that the incident was an accident and that he holds no animosity towards Brown for his injury, while Brown has said there is no blame on either side for the accident.
",1,-1.4140717,0.81998414
"When supplement companies are sued, they typically deny wrongdoing and counter that the players are blame shifting to hide their own guilt.
",1,-1.1029176,1.1596174
"The movie is a loose adaptation of the 1984 American romantic comedy film ""Blame It on Rio"", directed by Stanley Donen.
",0,9.954398,1.4008802
"It has also been used to describe a person taking the blame for something in order to solve an issue or save someone else.
",1,-1.9577674,1.8796849
"After his resignation from the royal family was announced, Harry appeared ""to lay the blame at the feet of the press"" for his decision.
",1,-1.5529102,2.0477128
"The jury did not lay blame on anyone for Quilt's death.
",1,-2.3329427,0.66026753
"The survey reports which apportioned responsibilities and blame for much of the environmental degradation in the region on oil operators, the federal government and communities has not been made public.
",1,-1.630008,0.59544873
"Lyrically, ""Television Addict"" revolves around a youth ""who went out and shot someone"", and whose lawyer then attributes his actions to violence on television: ""blame the ratings for his crime.""
",-1,0.73864794,0.16380513
"Londoners Chase & Status may have swung somewhat dramatically to the other end of the drum 'n' bass spectrum for their third album Brand New Machine, but we wouldn't blame a casual music listener if they didn't even bat an eyelid upon hearing the duo's latest single 'Count On Me'.
",2,-0.17020682,-4.662156
"He subsequently laid the blame on an allergic reaction to sushi.
",1,-2.6818707,2.785531
"on the track ""Don't Blame Me"".
",0,10.040299,2.1425588
"Though Rian created a barrier to keep her safe, the actions of Amily resulted in Mina's death, which Rian continues to blame herself for.
",2,-0.06186551,-2.468025
"It placed partial blame for the Poznań protests on bureaucratic and economic errors.
",1,-1.7169647,0.9273928
"""Trouser Press"" wrote: ""Less inflamed and inspired than the first album (blame, perhaps, the five cans of Scotchguard the band claims to have inhaled), ""The Pod"" lurches, howls, fuzzes and strums through sloppy creations that are mostly one hit short of a high.""
",-1,-0.19366387,0.8404999
"Some northern newspapers tried to pin the blame on an imagined gang of unreconstructed Confederate officers.
",1,-1.7650061,2.2986407
"Ferguson took the blame for the defeat, saying he should have made changes to the team for the replay.
",1,-1.9948441,2.063625
"Blame for the Confederate tactical and strategic defeat has been debated ever since.
",-1,1.922231,6.3162804
"The TASS went on to explain that the blame should not only be placed upon Israel for the violence that ensued, but the United States as well.
",1,-1.8916728,1.6864021
"Clarke also composed a number of songs, such as ""Were it not for Dreams;"" ""Just Like Cinderella"" (an operetta); ""Jack Frost's Visit to the Fairies"" (an operetta); ""Twittering Swallow;"" ""Robin, Robin, Bold and Free;"" ""Down by the River;"" ""Not to Blame;"" and ""Our-Leafed Clover.""
",0,10.028746,0.83412635
"As a result of his blame, Joe Boyd often excludes from the secret clubs he forms with his siblings.
",1,-0.93945014,2.4963834
"As fault and blame are passed from one generation to another, calamities and misfortune increase.""
",1,-0.7723178,2.0272973
"Pudge and the Colonel blame themselves for Alaska's death because they do not stop her from driving while intoxicated.
",2,0.38152415,-2.9013822
"Gilman was attempting to deflect blame to protect Gilman's daughter Katharine and her step-mother, Gilman's friend Grace Channing.
",1,-0.40561458,2.0827713
"Two weeks later he started selling ""Blame Samantha"" T-shirts and called Ronson a ""lezbot dj"".
",0,8.418762,2.1672657
"Setting foot on the road to escape again, Ngan quotes to Fai, ""blame the moment that I was softhearted, I was not cruel enough before, but it does not matter, I will do better next time.""
",-1,0.096334994,0.2282824
"The media blackout is lifted and the Americans are absolved of blame.
",1,-1.1911575,1.2003074
"Despite being bumbling, Simba trusts them to look after Kiara, and does not blame them when Kiara runs off as Kiara is known to do just that.
",2,-0.12496237,-2.2588017
"They blame themselves for Pignati's death and believe that he would have been better off never meeting them in the first place.
",2,0.6200508,-3.3039412
"The governments of the United States and Norway placed the blame for the rioting squarely on the Syrian government for failing to protect the embassies.
",1,-2.4834344,1.2001793
"Daily reception of holy communion he will neither praise nor blame.
",2,-0.5011392,-0.10585428
"Asked why the visibility of women in Latin music has declined, Chiquis Rivera suggested that radio programmers are to blame for their """"machista"" culture.""
",2,-0.499735,-2.7105517
"Feeling he is partly to blame for the Hinklins' marital problems, Batty advises Clara that she can make herself more exciting to Hinky by changing her demeanor and appearance, more like Mercedes Vasquez, a beautiful and exciting woman.
",2,-0.9461808,-1.8431786
"Where once we used to throw most of the blame for a hit on the pitcher who gave it up, McCracken helped us realize that a slew of other factors go into whether a ball hit into play falls for a hit.
",1,-1.969742,2.5220692
"That's why some digital recordings sound terrible, and I'm not denying that they do, but don't blame the medium.
",2,-0.24273834,-1.9550579
"With Britain on the brink of war, an enemy spy plans to steal secret documents and lay the blame on Clive Stanton.
",1,-2.820477,2.6412256
"Other sources lay some of the blame on the complexity of the AEGIS technology and the desire on the part of Captain Rogers to make use of it.
",1,-1.9973024,1.0224663
"In 2014, the World Health Organization published a study which claims that deregulated food markets are largely to blame for the obesity crisis, and suggested tighter regulations to reverse the trend.
",2,-0.6660437,-2.4029245
"Some criticism was made of his time in Liverpool that he spent a lot of money but generated little in the way of new employment (""I would not blame him for that: Liverpool had defeated better men than Michael Heseltine"" commented Lady Thatcher acidly in her memoirs in 1993).
",2,0.35386595,-4.7980323
"There are rumours of more releases including singles for ""Knock Me Out"" and ""Blame"", which was co-written with legendary producer Youth aka Martin Glover from Killing Joke.
",0,8.582304,2.3039877
"However, most academic sources and historians blame a combination of the rise of Hitler, the consequent withdrawal of Germany from the conference, the general unwillingness of nations to disarm, the highly-unstable political and economic climate and the looming threat of another world war.
",2,0.6930776,-3.1390696
"To deflect blame placed on him by his subjects for a high infant mortality rate, Leonhard found nine women, had them tortured and after they confessed burnt at the stake for witchcraft.
",1,-0.0806335,1.5822437
"In 1982, his memoir, ""Já nic, já muzikant"" (""Don't Blame Me, I'm Just a Musician"") was published by the Czech Canadian exile publishing house Sixty-Eight Publishers, led by Josef Škvorecký.
",0,10.543097,2.355674
"She later quipped that George W. Bush was to blame for the infection, saying that she was preparing to go on a fishing trip at the time in order to avoid seeing Bush on television during the then-ongoing 2000 Republican National Convention.
",2,-0.11677375,-2.7875366
"The generals negotiated in opposition to his instructions; his colleagues laid the blame on him; the intrigues of the courtiers passed unnoticed by him; whilst the secret diplomacy of the king neutralized his initiative.
",1,-2.4246583,2.3357012
"The report stated that standing areas were not intrinsically unsafe and laid the majority of the blame for the disaster with the police and the stadium itself.
",1,-2.050913,0.88007194
"Self-satisfaction is partly to blame: It renders renewed meanings mute.
",2,-0.14000504,-0.5626116
"Santiago is made responsible for the failure by both parties, el primo and Gerardo, who also blame each other.
",2,0.029339885,-1.7909611
"""Rediff"" wrote ""The real blame for such slipshod work must undoubtedly rest with the director, though this could easily have been a taut, superbly crafted emotional thriller.
",1,-1.9998033,1.1245689
"They blame the run-off from nearby shellfish processing plants.”
",2,0.4917112,-0.5722327
"Thus it was not the army itself that was to blame for the decline of the empire, but rather the system that supported it.
",2,-0.5223552,-3.7206812
"No fault in the train's braking system could be found and the driver, Maurice Graham, was held to blame.
",2,-0.54286295,-1.0884064
"His problems mount when he is beset by an angry mob of townspeople who have found the abandoned forms on the street and blame Gribble for the cover up.
",2,1.0249398,-2.5741627
"McNaughton was unduly blamed for the disastrous Dieppe Raid in August 1942, which saw the 2nd Canadian Infantry Division sustain heavy casualties, blame better deserved by the British who failed to provide needed, requested, and promised support.
",1,-0.77133244,2.150639
"Black writes, ""as Mankiewicz, Selznick, and Hecht knew all too well, much of the blame for the failure of the movies to deal more frankly and honestly with life, lay with a rigid censorship imposed on the industry ... on the content of films during its golden era of studio production.""
",1,-2.7356591,0.5688711
"He is the sworn brother and childhood best friend of series protagonist Kazuma Kiryu, who insists on taking the blame for Nishiki after he murdered their boss, which resulted in Kiryu's expulsion from the Tojo Clan, the dominant yakuza organization in Tokyo, and his imprisonment for ten years.
",1,-2.4174216,2.5512912
"Then, when they succumb to temptation again, it seems to them that Jesus has let them down, that he's to blame.
",2,-1.3749428,-1.0138535
"Instead, the actions of """"individual perpetrators, along with mismanagement, poor understanding and/or lack of resolve"""" were to blame.
",2,-0.30389598,-1.3698117
"Baring Brothers stated it would refuse future commissions in famine relief, with the blame this could so easily entail.
",1,-1.0093201,2.378346
"""We're All to Blame"" was used in Toho's """" (2004) during a brief scene where Godzilla destroys Zilla in Sydney.
",0,8.7916765,2.0387704
"He later tried to place the blame for the destruction on Houston.
",1,-2.2535806,1.6146939
"The blame was subsequently placed on Vrbanac alone, ultimately ending his military career.
",1,-2.1211913,2.2452776
"According to James, after he was sent an early version of ""Blame Game"" with a heavily timestretched sample of ""Avril 14th"", he offered to rerecord the piece at a different tempo; West's team replied with ""It's not yours, it's ours, and we're not even asking you any more"", and tried to avoid paying for its use.
",0,8.26365,2.0058384
"They blame the Doctor for this.
",2,0.9460352,-2.1749468
"Afterwards, the Derg disavowed this outrage and put the blame for the slaughter on the Political Bureau in a proclamation on 14 July.
",1,-2.4957876,1.7009932
"Company vice president David Littlejohn placed the blame for the sale of the company on the economic downturn.
",1,-2.3845148,1.275312
"During his announcement speech, Paul commented that ""Big government is running away with our freedom and our money, and the Republicans are just as much to blame as the Democrats.""
",2,-1.2599589,-2.3209584
"The cleaning lady was at first suspected of having ""stolen"" the train, but was later cleared of blame, as the train was found to have started moving because of violation of safety procedures.
",1,-1.1120222,0.4915338
"He claimed that imperialism was to blame for the division between North and South Sudanese, but stressed that this inequality was cemented by the Sudanese bourgeoise.
",2,-0.7781571,-2.579677
"Dream Center would later blame EDMC for providing inaccurate revenue and cost projections at the time of the sale, resulting in a substantial operating deficit that forced the Art Institute into federal receivership in January 2019.
",2,1.1959394,-2.8999794
"The Imperial Guards kill Kwei-Fei's sisters and Yang Guozhong who they blame for the rebellion.
",2,-0.04324738,-2.6797915
"From Casco Bay Colonel March sent a letter to Boston, in which he laid the blame for the expedition's failure on Stuckley and Redknap.
",1,-2.1942902,1.4121301
"The later Mahāyāna commentary ""Mahāprajñāpāramitāupadeśa"" () does not blame Yaśodharā's karma for the six years gestation period, but does mention Rāhula's same karma as a king.
",2,0.5532351,-2.9744024
"The shooting ensues and during hostage negotiations the thug tries to put the blame onto an ex-con who just got out of jail, so that no one notices the real target is the hard drive.
",1,-1.8592159,2.9540052
"There was also a global premiere of the highly anticipated ""Mr Endowed (Remix)"" featuring Snoop Dogg and also a recent track ""Blame It on the Money"" featuring the Californian native and Big Sean.
",0,9.7736845,1.5652934
