sentence,cluster_label,dim1,dim2
"Beau had taken the blame for the sake of his partner's wife, whom Beau also loved.
",1,-2.2932043,1.9997752
"He follows with Karl's supposed last words, placing the blame on the old Count's shoulders.
",1,-2.0842354,2.812688
"He branded her a ""long-suffering stalwart who reached the end of her tether with Ramsay Street melodrama"" and said he could not blame her for packing her bags and leaving.
",-1,1.4647564,-4.614035
"He explains that Alim Azimi followed the path of blame, intentionally provoking vicious attacks upon himself, in order to bring the failings of both his students and critics to light, allowing them to be seen for what they really were: ""He showed us the strange, so that the strange became commonplace and we could realise what it really is.""
",1,-0.9605903,2.2974868
"His good looks worked well and he had many conquests in the village, so when a sexually transmitted disease went around at college, Jamie got the blame due to a witch hunt by his jilted conquest Eve Crawford.
",1,-2.3979588,1.703972
"It is not known whether the stress itself, co-mingling, or travel conditions are at most to blame, and while studies have identified general stressing factors like transport and cold weather conditions, there is still no conclusive evidence on more specific factors (e.g.
",2,-0.60560346,-0.87175065
"At the beginning of the 37th session of the Human Rights Council, Iran's Justice Minister Alireza Avayi criticised “self-identified champions of human rights who, through finger pointing, unjustly and widely blame others for violations of human rights” at the United Nations.
",2,1.1502379,-0.78775936
"These groups, he said, are pressing for a return to central planning and placing blame for corruption and social inequality on the very market reforms he championed.
",1,-1.4878665,0.957168
"Blame me not, (good cousin) though I send you a blameworthy present, in which the most that can commend it, is the good will of the writer, neither art not invention giving it any credit.
",-1,3.4974058,10.970839
"The railway was partly to blame for the decline of Potton market but made London accessible for the district's market gardeners.
",2,-0.17624384,-2.3947947
"Robert Christgau rated the album with the ""B"" mark and noted: ""I blame a conceptual error, rather than Clapton's uncertain singing, for the overall thinness.
",2,1.5378878,-3.1051211
"McKinley had insisted that Foraker nominate him to demonstrate the unity of the Ohio Republican Party, and after some reluctance by the senator-elect, who feared blame if anything went wrong, Foraker agreed.
",1,-0.44400746,2.4264112
"During the week of September 11, 2001, Robertson discussed the terror attacks with Jerry Falwell, who said that ""the ACLU has to take a lot of blame for this"" in addition to ""the pagans, and the abortionists, and the feminists, and the gays, and the lesbians have helped terror attacks of September 11th happen.""
",1,-2.2827687,-0.15115166
"Joe accidentally dies and Rod gets the blame.
",1,-2.558196,2.5358799
"The preacher is doubtful; he says that she is too quick to blame the devil, for instance the time she rammed the car into the side of the church.
",2,0.398254,-1.2421873
"A subsequent inquiry into the accident placed the blame on ""Indiana"", faulting her crew for failing to inform the other ships in the unit about her course changes.
",1,-3.471057,2.1110344
"This suggest two things: first, those in Peru tend to blame battered women who are poor and indigenous for the abuse they experience and second, that women enjoy violence.
",2,1.7258126,-1.5864612
"Although Fall was to blame for this scandal, Harding's reputation was sullied because of his involvement with the wrong people.
",2,-0.3552396,-3.6586194
"Rumors spread that it was caused by fear of a coming storm or electrical shock from faulty wiring, and authorities ultimately laid blame on the swaying of the bridge.
",1,-1.9707592,0.5572119
"Adam tells Ringo to take the blame for the accident and he does.
",1,-3.303107,1.7407773
"The match was also a source of controversy after incorrect umpiring decisions on the third day went against Bangladesh, prompting Shakib to blame the lack of a referral system for some of the team's misfortune.
",2,1.8596112,-3.2282221
"Issendorf, who does not get along with Qvigstad and Mikkelsen, sleeps poorly and spends much of his time in gloomy thoughts, feeling unable to measure up to his father and even to Arne, and wondering whether ancient resentment between Sibbelee, Oftedahl, and Nummedal is to blame for making his mission impossible.
",2,-0.5270164,-4.3959384
"Her best-known pieces include ""The Way You Look Tonight"" (1936), ""A Fine Romance"" (1936), ""On the Sunny Side of the Street"" (1930), ""Don't Blame Me"" (1948), ""Pick Yourself Up"" (1936), ""I'm in the Mood for Love"" (1935), ""You Couldn't Be Cuter"" (1938) and ""Big Spender"" (1966).
",0,10.548704,2.1858237
"An ""Entertainment Weekly"" reviewer wrote, ""It may sound heinous on paper, but trust us, the first single, 'We're All To Blame', is far better than it has a right to be.""
",0,7.8422494,2.9560726
"Blame was eventually assigned to the ACS by the news media and six Children's Services employees were disciplined.
",-1,3.0177174,10.208938
"A preliminary investigation of the ministry of the interior placed heavy blame on the organizers around Rainer Schaller.
",1,-1.7563028,0.76175165
"Haley and Jemma argue, passing the blame between each other, only for Haley to be pulled off-screen.
",1,-1.8927574,3.1003897
"Waddle did receive interviews from several private corporations who ""put more value in the way Waddle handled himself during the grueling, 12-day court of inquiry than they did in any sort of blame for the collision."".
",1,-1.0202593,1.4849681
"Edgar Heiskell, an attorney involved with one of the lawsuits, contends that electromagnetic interference with the electronic throttle control system is to blame for acceleration cases.
",2,-0.57704127,-3.433035
"Changes in agricultural practices may partly be to blame or the fungal disease chytridiomycosis may be the cause.
",2,-0.40577027,-0.148807
"To save him from the punishment, he takes the blame on himself.
",1,-2.4862242,2.5125031
"58) was generally thought to have been very poorly interpreted by the cellist, though the blame fell on Prokofiev for writing a ""soul-less"" concerto.
",1,-1.8249483,1.5868562
"""We cannot blame Forsyth for being inaccurate.
",2,1.9628996,-3.8758457
"The close association of the festival with Hitler and the Nazis during the 1930s was much more the work of Winifred—an overt Hitler supporter—than of Cosima, though Hensher asserts that ""Cosima was as much to blame as anyone"".
",2,-0.35632148,-1.8438008
"The purpose of the speech and associated US diplomatic activities was as propaganda aimed at Germany by the Western Powers, who could then blame Polish-German border and German expulsions on Moscow alone.
",2,1.0847745,-0.81114876
"However, not only does she have to deal with a ratings-hungry media intent on assigning blame for the incident, she must also deal with Bob Richman, an arrogant and suspicious Norton family member assigned to assist her.
",1,-1.7362531,1.1384622
"Light-headed, they blame each other for what has happened; Chris says Paulie intends to choke him while he is asleep.
",2,1.6535231,-2.3087168
"Villegagnon illustrated himself by courageously defending Gaspard de Vallier, the vanquished Commander of Tripoli, who was being heavily criticized by the Grand Master d'Homedes who wished to assign all the blame for the defeat on him.
",1,-2.1787276,1.6539634
"Although Gillispie continued to take the blame for the Wildcats' woes, he was also a victim of some of his youthful and inexperienced recruits' underperformance and the lack of consistent play at the point guard position.
",1,-2.5473483,0.974502
"Following the resignation of President Richard Nixon in 1974, two famous bumper stickers were sold in Boston, one saying ""Don't blame me, I'm from Massachusetts,"" and the other read ""Nixon 49, America 1"".
",2,0.7468093,-1.251981
"Betty eventually reforms, but when drunken brother Jackie gets behind the wheel of a car and causes an accident, Betty takes the blame and goes to prison.
",1,-2.493082,2.0088227
"The doctor, in order to shield Esther's mother from the pain of seeing her boy arrested, assumes the blame for the shooting.
",1,-2.83299,1.0818889
"She tells Carlos to blame her because she helped Andrew get rid of the car.
",2,0.6858864,-1.3828862
"UN Special Rapporteur Leandro Despouy noted a tendency to blame the victims of these offenses.
",2,0.5186028,-1.2052076
"Later in the day he told reporters that he was in no way to blame for the attacks and had no plans to do anything differently.
",2,-0.98868865,-2.9732337
"The children blame It for the mess, but It responds by saying that wishes bring valuable lessons.
",2,1.7174149,-3.1523218
"Opinions differed widely amongst the other drivers as to who was directly to blame for the crash, and such differences remain even today.
",2,-0.4027024,-3.1422188
"After the failure of the expedition, the two principals quarreled about which one was to blame.
",2,-0.5938275,-2.0471582
"Some blame the identification of the Roman Catholic Church with the Stuarts for the extremely lengthy delay in the passage of Catholic emancipation until Jacobitism (as represented by direct Stuart heirs) was extinguished; however it was as likely to be caused by entrenched anti-Catholic prejudice among the Anglican establishment of England.
",2,2.4895074,-2.7328148
"Around the far turn, both Blame and Zenyatta started to close ground.
",0,5.696175,3.5748782
"In this way, Ludendorff was setting up the republican politicians – many of them Socialists – who would be brought into the government, and would become the parties that negotiated the Armistice with the Allies, as the scapegoats to take the blame for losing the war, instead of himself and Hindenburg.
",1,-2.5874481,1.4344405
"Also, in Pakistan, a small number of post-graduate physics students have been known to blame earthquakes on ""sinfulness, moral laxity, deviation from the Islamic true path,"" while ""only a couple of muffled voices supported the scientific view that earthquakes are a natural phenomenon unaffected by human activity.""
",2,2.05705,-2.5585928
"Himmler, who played a decisive role in Rommel's death, tried to blame Keitel and Jodl for the deed.
",2,1.9822057,-3.232554
"Tate's father Kirk Harmon comes to town and soon takes the blame for the crimes to protect his son, but when Kirk realizes that Tate will not stop his misguided crusade, Kirk decides to tell the truth to the police.
",1,-2.5118499,2.197125
"The ""Inside Soap"" columnist did not blame Cody for being worried about whether Michael would treat her right due to his ""murky"" past.
",2,2.3382287,-3.1150172
"Some blame the complete esteem with which the sovereign's office was held, justified by prominent French Roman Catholic theologians, and that the special powers of French Kings ""...were accompanied by explicit responsibilities, the foremost of which was combating heresy"".
",2,2.5420136,-1.3724297
"Collier Schorr in Collaboration with Barrett created ""I BLAME JORDAN Book"" for Moma PS1 New York.
",0,6.8598413,3.4915507
"On Monday, the glee club members arrive at school hung over, and perform the song ""Blame It"".
",0,9.047724,2.5289884
"Would you blame me if, without slighting the others, I have a special love for these?”.
",2,1.0750191,-2.2149866
"Russia has made use of the invention of ""a lone hacker or an hacktivist to deflect blame"" in the past, deploying this strategy in previous cyberattacks on the German government and the French network TV5Monde.
",1,-0.92729586,2.2217765
"Believing that the Dublin Corporation was to blame for the current state of affairs, he also called for a list of slum property-holders to be published because ""we are dealing with a form of property so injurious to public health and public morals, that it should be made accordingly publicly responsible.""
",2,-0.5856573,-2.8042681
"Many Aston Villa supporters, legends and former players put the blame solely on Lerner for being inactive and failing to invest significantly since the departure of manager Martin O'Neill in 2010 and also selling their best players.
",1,-3.1695955,0.7302559
"He regarded the ""Nuremberg Thesis"" as too convenient for too many people and claimed that it shielded the blame for the war from the leaders of other states, let the German people avoid any responsibility for the war and created a situation where West Germany was a respectable Cold War ally against the Soviets.
",1,-2.0983746,1.4086776
"While poor management and weak execution appear to be largely to blame, the exact role of the UK's Financial Conduct Authority (FCA) in the demise of the GXG has not been fully explained.
",2,-0.0043069753,-1.5519594
"However, the biographer didn't just blame Handel, but followed Kenrick's assessment when he said, """"Hannah"" teems with resplendent beauties, but is enfeebled by the doggrel of poor Kit Smart.""
",2,0.6348184,-1.7046965
"One such theory seeks to blame Ukraine, instead of Russia (as supported by all reliable sources), for interference in the 2016 United States presidential election.
",2,1.4740106,-1.9666886
"“You again Bird!” barked a disgruntled spectator as the players neared the pavilion, to which Dickie famously replied: “Don’t blame me.
",2,0.8503462,-1.2810231
"According to Cowan, the slaughter temporarily weakened the new confidence in Pai-marire, but chief prophet Te Ua had a satisfying explanation: that those who fell were to blame because they did not repose absolute faith in the karakia, or incantation.
",2,-0.88492596,-2.5044997
"'They and the AFL were accused of killing some 600 civilians in the June 1993 Camp Carter massacre, which, testimony at the Liberian Truth and Reconciliation Commission has indicated, was perpetuated by Taylor's NPFL fighters, who may have orchestrated it to put blame on the Armed Forces of Liberia.'
",1,-2.0228214,0.97413653
"He takes the blame for her not understanding what he is talking about and agrees to give her an ""A"" if she'll return to his office several more times to discuss the material.
",1,-2.464028,2.3212821
"After a series of unfortunate and suspicions events, Laura starts to suspect her over-friendly neighbor is to blame.
",2,-0.5625549,-1.526383
"As late as 5 April, various government agencies were trying to blame each other with none of them taking responsibility for the lapses.
",2,0.838119,-1.059524
"Originally, Arnold intended to use the song ""Only Myself to Blame"" at the end of the film; however, Apted discarded this and the song was replaced by a remix of the ""James Bond Theme"".
",0,9.105994,2.3255842
"UCC claims the plant staff falsified numerous records to distance themselves from the incident and absolve themselves of blame, and that the Indian government impeded its investigation and declined to prosecute the employee responsible, presumably because it would weaken its allegations of negligence by Union Carbide.
",1,-1.6481297,0.32760474
"Following the tour, Blame Game recorded 9 songs at the C-11 warehouse with Brooks Meeks (of the Atlanta band The Close).
",0,6.648433,2.9923627
"Leslie Irvine, the Northern Irish former referee and FIFA instructor on the referee selection panel for the 2010 World Cup, was of the opinion that referee Hansson was not to blame for the incident, as by simply not seeing the incident he had not committed a 'technical infringement', and said Thierry Henry bore ""moral responsibility"" for the controversy.
",-1,-1.2691578,-4.4917064
"Skink intercepts Decker and tells him Gault's whole assignment was a set-up, allowing Gault to kill his hated rival and put the blame on Decker.
",1,-2.4576206,2.094777
"The second single ""Blame It"" featured T-Pain and became a top 5 single on the ""Billboard"" Hot 100 and a number-one single on the Billboard Hot R&B/Hip-Hop Songs chart.
",0,8.828475,2.90662
"Fred tells Janet that he and Rose agreed to have Fred take the blame for the murders so Rose could look after the family.
",1,-2.2980976,1.553946
"Break Up Songs of 1986: Howard Jones' ""No One Is to Blame""; Crowded House's ""Don't Dream It's Over""; and Orchestral Manoeuvres in the Dark's ""If You Leave""
",0,9.314913,2.158817
"Snezhnevsky returned to Moscow wounded, with members of his delegation putting the blame for their defeat on the ""Zionists.""
",1,-2.3826497,0.9994087
"The press needed someone to blame and quickly centered on Reinhart as the issuer of the glowing statements of solvency as little as six months previous.
",2,-0.3961661,-1.761292
"The tagline for this season is ""You only have yourself to blame.""
",2,-0.5664892,-0.87096065
"Fearing blame, the locals bury her in an unmarked grave and drop the baby off at a rural orphanage, where he is named Twist.
",1,-0.129488,2.0499406
"Appian wrote that the Tarentines accused the Greek city of Thurii (on the eastern coast of Calabria) of preferring the Romans to themselves even though they were Greeks, ""they held its citizens chiefly to blame for the Romans overpassing the limits the treaty.
",2,-0.8717116,-2.4402506
"The Frogs blame their King, who altogether denies the incident.
",2,1.5749053,-0.6698144
"Former President Lee Tung-hui assigned blame for this malfeasance to Kuomintang officials who had run the bank for decades.
",1,-1.4265316,1.0495856
"In the ""Argonautica"", Medea and Jason stopped on her aunt Circe's island so that she could be cleansed after murdering her brother, relieving her of blame for the deed.
",1,-1.0919335,0.73467904
"Despaired, it looks tests to blame Tiago, that, exactly being innocent, is judged and condemned the 30 years of arrest.
",2,0.45695633,-0.8287301
"Officer Crook, who had been on duty that day and had been relieved by Parker who was several hours late for his shift, would place blame in his book on Parker for Lincoln's death.
",1,-1.6270616,1.2203126
"In modern times, women are more likely to blame themselves, perhaps deciding that their diet, childbearing history, decision not to breastfeed, or level of exercise is the cause.
",2,0.23024173,-2.0390139
"The wolves also blame the rabbits for a lightning strike that kills one of the wolves because ""it is well known that lettuce-eaters cause lightning"".
",2,1.8368182,-1.7139963
"Atsushi will use this and other similar opportunities to instigate shame and callously assign blame.
",1,-1.1435115,1.8759991
"Using a downed Sentinel, it is discovered that President Kelly was fabricating an attack on himself so he could blame mutants.
",2,0.71938425,0.03512574
"Among his other credits, Neeley composed music for and appeared in Academy Award winning Director, Robert Altman's film ""A Perfect Couple"" (1979) and performed the music for the TriStar feature film ""Blame It on the Night"", NBC-TV's ""Highway to Heaven"", and ""The Big Blue Marble"" for the Children's Television Network.
",0,9.303218,2.8622673
"In 1933, the mayor of Nuremberg presented Hitler with an original print of ""Knight, Death and the Devil"", and described Hitler as the ""knight without fear or blame, who as the Führer of the new German Reich, once again carried and multiplied the fame of the old imperial city of Nuremberg to the whole world.""
",1,-1.0243455,1.1123723
"Using the notion of karma, some Thais believe that being a is the result of transgressions in past lives, concluding that deserve pity rather than blame.
",1,-1.1137553,1.3797501
"After the protest, Sagot wrote: ""The march proved that in this country exists a new generation, who is not willing to answer with ""good manners"" to institutions which, like the Catholic hierarchy, disrespect their rights, blame women for the violence they suffer and which, from a position of power ( ... ) attempt to impose norms and lifestyles to people who do not agree with them.""
",2,1.9472225,-2.3774261
"Reid accepted the blame for his team's poor start and his future with the Chiefs was called into question.
",1,-2.0474308,1.9261461
"Pidgeon has the kind of ridiculous lawyer part where even someone as esteemed as Clarence Darrow couldn't have played it convincingly; so I don't blame Pidgeon for this misfire.""
",2,1.152943,-3.1571388
"""Kids can sometimes idolize their worst parent and blame their supportive parent for chasing off the dad with the guts to leave.
",2,1.5932502,-3.1494555
"What was noble about it, was that he took all the blame on himself, and spared Arlene any humiliation, which she appreciated.
",1,-2.5476766,2.0939376
"In one part of these documents, Mesić revealed his suspicions that Bosnian Croat extremists were to blame for Prazina’s death.
",2,-0.6157576,-3.6200352
"He also criticized Donald Trump, stating that by denying fundamental civil liberties, the president was also to blame for pushing the ACLU further into partisan politics.
",2,-0.832386,-3.987501
"Developers have placed the blame on Google and the hardware manufacturers, while Google has blamed software developers for not staying within the guidelines of its terms and conditions.
",1,-2.4837754,1.3601614
"He screams at his cronies, stating that they, not himself, are to blame.
",2,-0.61886305,-1.1184245
"Concordant with selective acceptance and refutation is the observation that people hold a more critical attitude towards blame placed upon them, but a more lenient attitude to praise that they receive.
",1,-1.1573776,1.7182822
"However, Fricke, who believed that ""Key M"" was superior to any other countries' cipher system, felt neither treason nor compromise were to blame.
",2,-0.9726367,-2.3621607
"You can't blame her; this film's audience is likely to look that way as well by the time the end credits roll.""
",2,0.974315,-1.2543453
"Danish singer-songwriter MØ decided to pursue music after watching the Spice Girls on TV as a child, saying in a 2014 interview: ""I have them and only them to thank—or to blame—for becoming a singer.""
",2,0.97639734,-0.30445868
"Though Greenlee continues to insist that she does not deserve Kendall's help and that she should be dead instead of Zach, Kendall immediately denies it, reassuring her that it was never her fault that Zach's plane crashed and that it was wrong of her to blame Greenlee in the first place, the two subsequently embracing and tearfully reaffirming their friendship before going back to Ryan's house, where Kendall tells everyone that it was Zach's influence that led her to save Greenlee.
",2,0.056588583,-2.2601237
"Even when Starr begins lashing out at Sonny, Michael understands that she has to blame someone.
",2,0.23740633,-0.91839725
"Swanwick places much of the blame for Cabell's obscurity on Cabell himself, for authorizing the 18-volume Storisende uniform edition of the ""Biography of the Life of Manuel"", including much that was of poor quality and ephemeral.
",1,-2.6079895,0.16295646
"A crucial difference, however, is that whereas for John Maynard Keynes it is the middle class's greater propensity to save that is to blame for economic depression, for Ibn Khaldun it is the governmental propensity to save at times when investment opportunities do not take up the slack which leads to aggregate demand.
",2,-1.4027324,-3.0785184
"""Blame It on Me"" stayed on the Billboard Top 200 for seven weeks, peaking at No.
",0,8.165955,3.6623528
"Knox found that informalities in transferring bullion between various officers of that mint had led to inconsistent sets of accounts, but due to the lack of receipts kept, it was not possible to pinpoint who was to blame.
",2,-0.5402476,-3.2790246
"To cover up a botched assassination of the young Liu Heng, Lü Zhi placed the blame on YunXi's mother and wanted her entire family executed.
",1,-2.4086223,1.5413234
"Yet to his relative inexperience we may also lay the blame for certain inconsistencies and failures to reckon with the implications of what he has written.""
",1,-2.373319,0.65712315
"He nevertheless remained in the leadership, becoming Leader of the Opposition, with most party members choosing to blame Cowen rather than Martin for the result.
",2,1.9179428,-2.2913468
"These mishaps culminate in Howard being demoted and Chad taking his place as the head of the project after Chad places the blame for the mishaps unfairly on Howard.
",1,-2.7091248,1.3827772
"South Korea prefers to place blame on North Korean organizations rather than the government, believing that this change in rhetoric can mollify North Korea and be conducive to a resumption of the six-party talks.
",1,-1.3204979,2.1307855
"The principal confesses that he is to blame for Jimmy's death, since he shouted his name when zombies were about to kill him and Jimmy bravely rescued him, but when escaping he hit a zombie and his knuckles were scraped by the zombie's teeth.
",2,-0.7239148,-2.9250498
"The website's critics consensus reads, """"Dark Waters"" powerfully relays a real-life tale of infuriating malfeasance, honoring the victims and laying blame squarely at the feet of the perpetrators.""
",1,-1.2198197,1.7134091
"Brennan said a request for financial help from parishioners was not about sharing blame, but about """"asking for help to fulfil a God-given responsibility"""".
",1,-1.0874116,1.6585939
"D-Zel was content for Paine getting the blame but Magness wanted credit for the heist.
",1,-1.9361728,2.5153654
"This rejection by Colorado voters followed a trend in the western states to blame California-style ""mindless development"" for the urban growth problems experienced in states like Colorado, Montana, New Mexico and Oregon.
",2,2.2710502,-2.5612636
"Professor Alan Dershowitz, an American legal scholar and columnist for the ""Huffington Post"", has attacked Amnesty International's perceived bias against Israel, claiming that AI absolves Palestinian men of responsibility for domestic violence and places the blame on Israel instead and that it illegitimately characterises legal acts of Israeli self-defence as war-crimes.
",1,-2.4728992,1.6168523
"Critics blame the event on the ""cavalier"" attitude of young Israelis hitchhikers.
",2,2.3357568,-2.4441352
"Some fiscal conservatives felt that wasteful spending was more to blame than the tax defeat.
",2,-0.42122304,-2.4586706
"The court acquitted him, his officers and his men of all blame.
",1,-1.0154184,0.8763082
"Bryant and others ""went so far as to lay the blame for the depression directly on Chinatown's doorstep.""
",1,-2.1439745,1.0736828
"Olivia, believing in her son and that his intentions were true, defends her son to Carly and others who blame him for Michael's incarceration.
",2,1.700238,-2.7183926
"Erler repeatedly confronted Meyer with the extreme right-wing rhetoric of many HIAG members and outlets, prompting the spokesman to shift all blame to his rivals in the lobby group.
",1,-1.5610293,1.9641696
"The function of the tribunal, it was said, would be to establish facts rather than to allocate blame or guilt.
",1,-1.0438265,1.9597546
"It cited pilot error as the principal cause of the accident and attributed blame to the decision of Collins to descend below the customary minimum altitude level, and to continue at that altitude when the crew was unsure of the plane's position.
",1,-1.2428235,1.6848726
"Assigning blame for the explosion remains controversial.
",1,-2.026327,0.9377298
"By and by, we hear news of shipwreck in the same place, and then we are to blame if we accept it not for a rock.
",2,-0.37849024,-0.8959349
"She told the ""Avalanche-Journal"": ""In a way, I blame myself.
",2,0.3277643,-1.6124821
"The mission was to be covert and blame laid on UNITA as being responsible and not the South African Defence Force.
",1,-1.1947004,1.8259113
"The public largely put the blame on the local police chief and also the Shah and SAVAK.
",1,-2.3226843,1.4407798
"""The aim of this book is not to start the blame game.
",1,-0.7207924,2.1835244
"Marks would not contemplate divorce, however, because of his social position, and gave Graves a weekly allowance of £4 a week provided that she took the blame for the separation.
",1,-1.9062662,1.704478
"After Kara's father, Zor-El, was murdered by Reactron in Kandor, Alura came to blame Thara for her husband's death, as security within the city was her responsibility.
",2,1.6883143,-1.9756652
"One feels shaken and moved; prompted to approve or blame; he causes truth to shine forth, good men to stand out, villains to unmask.
",2,-0.271664,0.026261212
"Both Christians and pagans quickly began to blame each other for something that had hitherto been thought impossible.
",2,1.4862492,-2.3583062
"Different arms of Iran's security apparatus traded blame over the failure to protect Fakhrizadeh.
",1,-1.0496845,1.2808384
"In addition, Hatem Ben Arfa, who had complained of being frozen out by Perrin, later clashed with all his subsequent coaches in France (Eric Gerets and Didier Deschamps), thereby clearing the blame which had been placed on Perrin's shoulders at the time when the conflicts were brought to the public's knowledge.
",1,-1.9622457,1.1075611
"The country's newspapers blame the lack of proof of insurance for the aircraft in the fleet.
",2,1.5609369,-1.1204519
"This point of view further argues that the Indian government took extensive actions to hide this possibility in order to attach blame to UCC.
",1,-0.4543173,1.760261
"The authorities were lenient toward the socialists, and willing to blame the strike on anarchists, but made a point of warning Pittoni to comply in the future.
",2,1.0936245,-1.9154314
"A huge storm arises and the sailors, realizing that it is no ordinary storm, cast lots and discover that Jonah is to blame.
",2,-0.94309133,-1.2078168
"The Syrian public did not spare Quwatli blame for the army's poor performance, causing his popularity, built on his nationalist reputation, to erode further.
",1,-1.2866168,1.4325963
"Some people blame the direct effects of oil and gas extraction.
",2,1.657957,-1.1840792
"First used on July 25, 1978, the name was part of a campaign by one of the West German secret services (Landesbehörde für Verfassungsschutz) and the GSG 9 in an attempt to lay blame on the Red Army Faction, West Germany's most active and prominent left-wing terrorist group.
",1,-1.8015891,1.0961981
"In 1963, she reached the Top Ten in the U.S. with ""Blame It on the Bossa Nova"".
",0,9.162194,2.0015194
"Longinus must have been especially pained by this catastrophe, as the queen asserted her own innocence after having fallen into the hands of the Romans, and threw all the blame upon her advisers, particularly Longinus.
",1,-1.899328,1.6203377
"Prithvi shall come in time, beat Akash and Meera shall shoot him unintentionally and Prithvi takes the blame.
",1,-2.2538567,2.054324
"On May 14, 2010, President Barack Obama said in an interview with CNN that ""you had executives of BP and Transocean and Halliburton falling over each other to point the finger of blame at somebody else"" when referring to the congressional hearings held during the Deepwater Horizon oil spill.
",1,-1.33373,1.3856993
"People tend to assign blame for a technological disaster because technology is subject to human manipulation whereas they do not hold anyone responsible for natural disaster.
",1,-1.9855536,0.6831512
"While politicians blame drug users for being a major source of financing terrorists, no clear evidence of this link has been provided.
",2,2.4629586,-1.2366832
"The director of the plant M. A. Demyanovich took all the blame for the accident, for which he was relieved of his duties as director.
",1,-2.861473,1.1088812
"Revere later served as a Massachusetts militia officer, though his service ended after the Penobscot Expedition, one of the most disastrous campaigns of the American Revolutionary War, for which he was absolved of blame.
",1,-1.1128135,0.016423367
"Joseph Bologna (December 30, 1934 – August 13, 2017) was an American actor, playwright and screenwriter notable for his roles in the comedy films ""My Favorite Year"", ""Blame It on Rio"" and ""Transylvania 6-5000"".
",0,9.293675,2.1020591
"Joey pushes the blame to Jason, who eventually quits.
",1,-1.5721505,3.1271875
"Seiichi Suzuki points out that the Beowulf poet implies twice that Finn was to blame and was blamed.
",2,-1.0962863,-2.1065176
"He was defeated in his bid for re-election in 2003 and later indicated that his anti-smoking stance was at least partly to blame for the result.
",2,-0.03479206,-3.2661839
"The group also citicsized representative Edwin Mundo's defense of the Navy, as well as his relationship with ex-pat Raúl Alarcón, whom they blame of sabotaging the career of independentist artists such as Danny Rivera in the United States.
",2,0.52930206,-3.2530487
"A civil case was put forward against PG&E, alleging blame.
",1,-1.0779188,1.644274
"Although the strike was called by the players, many sportswriters and even fans placed most of the blame on the owners.
",1,-2.4845948,1.053691
"Satya takes the blame of a file theft case filed against Sudhi and both rekindles their relationship
",1,-1.852513,3.0376043
"""I Don't Blame You"" was the last song written for ""You Are Free"".
",0,9.202391,3.1761143
"The game was particularly dwarfed by ""Age of Empires"", according to T. Liam McDonald of ""PC Gamer US"", who placed part of the blame for ""Seven Kingdoms"" sales on its ""indifferent ad campaign and weak graphics.""
",1,-2.0567408,0.7835998
"According to Professor Ron Shleifer of Ariel University, Levin, a psychiatrist, compares the acceptance of the Oslo Accords by the Israeli public to Battered child syndrome, in which the victims ""blame themselves and are convinced that if they would only behave better, their parents would cease to beat them, without knowing that they will continue to be beaten anyway because it is their parents who have a problem and not they.""
",2,0.36556742,-2.0414498
"He also tends to blame others for his own mistakes and rarely gives Tom Puss the credit he deserves for getting him out of trouble.
",2,1.8940178,-2.600597
"Drozdov has repeatedly stated that the incident was an accident and that he holds no animosity towards Brown for his injury, while Brown has said there is no blame on either side for the accident.
",1,-1.4752387,0.55838794
"Most of the blame was laid on the individual prison wardens, rather than the system as a whole.
",1,-1.9918202,1.6019328
"Specifically, observers can blame victims for their suffering on the basis of their behaviors and/or their characteristics.
",2,1.6184193,-1.9099641
"It was then revealed at a meeting with Sting and Mitchell that Abyss' mother had actually shot his dad, and Abyss took the blame to protect his mother.
",1,-1.7474979,1.8762591
"Although claiming that it was ""absurd"" to lay blame onto Google for tax avoidance, saying that EU member states should "" with each other to offer firms the lowest corporate tax rates"", Conservative MP Boris Johnson said it was a ""good thing"" for corporations to pay more tax.
",1,-1.9611256,1.4548246
"He added that Russia would consider it ""unfair"" if the investigation divided blame for the war equally.
",1,-1.5073289,1.3926276
"Though he has been assigned a substantial portion of the blame for the Union disaster at Bull Run, he was appointed to the rank of brigadier general of volunteers on March 13, 1862.
",1,-1.6177295,1.9991262
"The BRussells Tribunal takes no position on attributing blame for the violence, stating that ""The wave of assassinations appears non-partisan and non-sectarian, targeting women as well as men, and is countrywide.""
",1,-1.8610557,-0.39129558
"Both the cause of the collision and the assignment of blame were disputed.
",1,-1.8068584,2.1426384
"Blame for the massacres remains controversial, but Danton and his inflammatory rhetoric is the most frequent figure emphasised by historians.
",-1,2.6924865,9.978427
"He always favours the powerful and uses his sermons to blame the villagers for not paying taxes.
",2,1.4358592,-2.3782487
"He has only himself to blame.
",2,-0.5623624,-0.17112723
"Stryver sings back at him, making a case that they should not blame Edward for his father's faults (""Bad Blood."")
",2,1.2616764,-3.1349082
"Langham's departure was touched upon, with Lloyd seeming to take the blame, though Atkinson had campaigned for Langham to be kept in the cast.
",1,-1.4177372,0.9211764
"She gives him leave to go into the desert and talk to the rocks and trees about his pain and blame everything on her.
",2,1.5231203,-0.96070325
"He often worms his way out of trouble by foisting the blame for his schemes onto associates.
",1,-1.9697797,2.2282376
"In an interview with Songfacts' Greg Prato in 2013, Richie Wise shouldered the blame for the album's sub-par sonics.
",1,-2.093088,0.6554464
